Date;Time:;Location:;AC        Type:;Operator:;Route:;cn / ln:;Flight #:;Is_military;Military country;Aboard_all;Aboard_passengers;Fatalities_all;Fatalities_passengers;Ground:;Registration:;Summary:
06.04.1958;23:19:00;Freeland, Michigan;Vickers Viscount 745D;Capital Airlines;New York - Detroit - Saginaw - Chicago;135;67;No;;47;44;47;44;0;N7437;The aircraft stalled and crashed into a corn field, 300 feet short of the runway, while making a landing attempt at Tri-City Airport in restricted visibility of rain and snow. The aircraft struck the ground nose first, then flipped over and broke apart.  Icing of the horizontal stabilizer leading to loss of pitch control.
06.11.1986;;Off Sumburgh Head, Shetlands, Scotland;Boeing-Vertol Chinook;British International Helicopters;;MJ004;;No;;47;45;45;43;0;G-BWFC;The helicopoter crashed into the North Sea while carrying oil workers back to Sumburgh. Rotor failure.
28.06.1989;21:19:00;Yaounde,  Cameroon;Hawker Siddeley HS-748-435 Srs. 2;Cameroon Airlines;Douala - Yaounde;1804;;No;;47;45;3;1;0;TJ-CCF;The plane landed short of the runway on the third landing attempt, overran the runway and collided with an embankment.
28.10.1949;;San Miguel Island, Azores;Lockheed 749-79-33 Constellation;Air France;Paris - Santa Maria - New York City;2546;;No;;48;37;48;37;0;F-BAZN;While attempting for the third time to land at Santa Maria, the aircraft, flew into Redondo Mountain at 2,950 ft. on San Miguel Island. Crew error. Failure to carry out either of the two approach procedures adopted for Santa Maria airport. False position report give by crew. Inadequate navigation.  Failure to identify Santa Maria airport when flying in VFR conditions. French middleweight boxing champion Marcel Cerdan, 33, and French violinist, Ginette Neveu killed.
10.08.2014;09:18:00;Tehran, Iran;HESA Iran-140-100;Sepahan Airlines;Tehran - Tabas;9005;5915;No;;48;40;39;31;0;EP-GPA;After taking off, the passenger banked to the right, lost altitude, and crashed into a residential neighborhood, bursting into flames. The plane appeared to have lost an engine during the takeoff. Excessive load and malfuncioning propeller.
03.11.1950;09:43:00;Mont Blanc, France;Lockheed 749 Constellation;Air India;Bombay - Cairo - Geneva - London;2506;245;No;;48;40;48;40;0;VT-CQP;"The aircraft crashed in a snowstorm 200 meters below Mont Blanc summit. The crew was warned by a Geneva controller to climb immediately. They acknowledged the message but soon after struck the mountain. The exact cause of the accident remains undetermined. Most likely the aircraft was caught in violent gust while trying to overfly the summit. The plane was named ""Malabar Princess."""
07.12.2016;16:20:00;Near Havlien, Pakistan;ATR-42-500;Pakistan International Airlines;Chitral - Islamabad;663;661;No;;48;42;48;42;0;AP-BHO;While en route, the crew made a mayday call reporting they lost one of two engines. Contact was lost and the plane soon after crashed into mountains near Abbottabad and Havelian.  Fracture of a turbine blade consequent to one procedure anomaly of PIA maintenance.
12.11.1971;11:25:00;Vinnitsa, Russia;Antonov AN-24;Aeroflot;Kiev - Vinnitsa;67302306;H-63;No;;48;43;48;43;0;CCCP-46809;The plane crashed  on a a go-around 850 m short of the runway. Stalled for unknown reasons.
26.07.1989;;Near Chana, Angola;Antonov An-26;Military - Angolan Air Force;Luena - Cazombo;;;Yes; Angolan Air Force;48;44;42;?;0;;Shot down either by rebel forces or friendly fire. A missile struck one of the engines and the plane crashed while attempting an emergency landing.
12.07.1949;07:43:00;Chatsworth, California;Curtiss C-46E-1-CS;Standard Airlines;Albuquerque - Burbank;2936;897R;No;;48;44;35;32;0;N79978;The plane was flying in level flight with the gear down. The right wing tip brushed the side of a hill pulling the plane around 90 degrees. It hit the ground and bounced 300 feet into the air and crashed. Pilot's action in descending below the prescribed minimum altitude while executing an ILS approach.
29.05.1947;19:05:00;La Guardia Airport, Queens, New York;Douglas C-54B;United Air Lines;New York City - Cleveland;18324;521;No;;48;44;43;41;0;NC30046;The aircraft overran the runway during an attempted takeoff, crashed and caught fire. Either the failure of the pilot to release the gust lock before take-off or his decision to discontinue the take-off because of apprehension resulting from rapid use of a short runway under a possible calm wind condition.
25.03.1978;06:55:00;Okaraba, Burma;Fokker F-27 Friendship 200;Burma Airways;Yangon - Myitkyina;10235;;No;;48;44;48;44;0;XY-ADK;After an explosion, the aircraft went spinning into the ground and crashed into a field.
14.06.1981;16:22:00;Ust-Barguzin, Russia;Ilyushin IL-14;Aeroflot;Ulan - Severomuysk;147001141;498;No;;48;44;48;44;0;CCCP-41838;The crew informed ATC they could see the field but crashed 30 km from the airport.
07.10.1988;13:21:00;Linfen, China;Ilyushin IL-14P;Shanxi Airlines;Sightseeing;6341406;;No;;48;44;44;40;2;B-4218;The sightseeing  plane crashed into a hotel shortly after takeoff. The left engine had failed following a fatigue fracture in the engine's oil pump drive shaft.
09.08.1968;13:05:00;Pfaffenhofen, Germany;Vickers Viscount 739A;British Eagle International Airlines;London - Innsbruck;394;;No;;48;44;48;44;0;G-ATFN;The aircraft broke up in-flight after plunging from 21,000 ft. Failure of the aircraft's electrical DC generator control system.
22.11.1975;;Sofia, Bulgaria;Antonov AN-24B;Balkan Bulgarian Airlines;Sofia - Varna;67302707;;No;;48;45;3;2;0;LZ-ANA;Crashed shortly after takeoff. Stalled crashed. Icing.
17.06.1995;;Near Cuvela, Angola;CASA 212-200 Aviocar;Military - Angolan Air Force;Ondjiva - Catumbela;A53-2-326;;Yes; Angolan Air Force;48;45;48;45;0;T401;The aircraft, carrying members of a local soccer club crashed 10 miles short of it's destination. Adverse weather conditions and overloaded.
29.10.1960;22:02:00;Toledo, Ohio;Curtiss C-46F-1-CU;Arctic Pacific;Toledo - Kansas City, MO;22458;;No;;48;45;22;20;0;N1244N;Crashed after taking off from Toledo Express Airfield, landing 5,800 ft. beyond the runway threshold. Sixteen members of the California State  Polytechnic College,  San Luis Obispo football team killed. Premature lift-off, partial loss of power in the No.1 engine, overweight aircraft and weather conditions were the cause of the crash.
03.03.1972;20:48:00;Albany, New York;Fairchild-Hiller FH-227-B;Mohawk Airlines;New York City - Albany, NY;541;405;No;;48;45;16;14;1;N7818M;The aircraft was on final approach to Albany County Airport in light snow and two miles visibility, when the pilot reported a malfunctioning left propeller cruise pitch lock. The captain ordered the engine shut down but the crew was unsuccessful in feathering the prop and the plane began to lose altitude. The plane crashed 4 miles short of the runway into a two-family house killing one man. Malfunction of the cruise pitch lock.  Inability of the crew to feather the left propeller, in combination with the descent below the minimum approach altitude. The reason for the malfunction and inability to feather the prop remains undetermined.
24.08.1921;17:40:00;River Humber, England;Royal Airship Works ZR-2 (airship);Military - Royal Airship Works;;R-38;;Yes; Royal Airship Works;49;0;43;0;1;R-38;Crashed due to structural failure followed by two explosions and a fire. Attributed to faulty design. This was a test flight before being handed over to the navy. Thirty-two British and 17 Americans were on board, and the survivors were 5 British and 1 American.  The fatalities included the designer, Charles Campbell, who had copied a captured German design intended for high-altitude flight, therefore the skeleton was a bit weaker than some.  The pilot overstressed it by attempting a turn at 62 mph at low altitude.
14.06.2014;00:50:00;Lugansk, Ukraine;Ilyushin 76MD;Military - Ukraine Air Force;Melitopol - Luhansk;0083482490;;Yes; Ukraine Air Force;49;40;49;40;0;76777;The military transport crashed in a wheat field  near Lugansk Airport after being shot down by anti-aircraft fire.
05.05.1965;21:17:00;"Tenerife, Canary Islands, Spain
Canary Islands";Lockheed 1049G-55 Super Constellation;Iberia Airlines;Madrid - Tenerife;4550;401;No;;49;40;30;24;0;EC-AIN;The pilot, who saw the beginning of the runway clearly, but not the rest of it, decided to make a very low run after which he re-applied power for a go-around. After starting his go-around, the aircraft struck a tractor located 50 meters from the runway edge. Heavily damaged, the plane crashed on the western edge of the diversion canal of the Rodeo gorge. Decision not to divert to Las Palmas in view of the weather conditions.
13.12.1995;19:00:00;Verona  - Villafranca, Italy;Antonov AN-24B;Romanian Banat Air;Verona - Timisoara;77303309;166;No;;49;41;49;41;0;YR-AMR;The plane crashed and burned shortly after takeoff after reaching a height of 500 ft. Combination of overloading and icing.
16.09.1971;11:43:00;Kiev, Ukraine, USSR;Tupolev TU-134A;Malev Hungarian Airlines;Budapest - Kiev;9350801;;No;;49;41;49;41;0;HA-LBD;While on approach to Kiev,   generator failed forcing the crew to switch to batteries. After two aborted attempts to land in fog, the plane crashed and broke up.
08.05.1964;20:20:00;Near Lima, Peru;Douglas C-54;Fuerza Aérea Argentina;Buenos Aires - Lima;3082;;No;;49;42;46;40;0;T-47;Crashed into a sand dune while attempting to land at Lima in heavy fog. Improper IFR procedures by the crew.
21.04.1958;08:30:00;Near Sloan, 10 miles SW of Las Vegas, Nevada;Douglas DC-7 / F-100F;United Air Lines / Military - U.S. Air Force;Los Angeles - New York City;45142 /243-31;736;Yes; U.S. Air Force;49;42;49;42;0;N6328C/56-3755;The DC-7 was en route from Los Angeles to Denver flying at 21,000 ft. The military jet was on a training mission being conducted under VFR. The fighter initiated an evasive maneuver just prior to colliding with the airliner. Both trainee and instructor aboard the F-100 were killed along with all forty-seven aboard the DC-7 airliner. A high rate of near head-on closure at high altitude,  Human and cockpit limitations and the failure of Nellis Air Force Base and the Civil Aeronautics Administration to take measures to reduce a known collision exposure as training exercises were allowed to be conducted within the confines of several airways after numerous close calls with military jets had been reported by airline crews for more than a year prior to the tragedy.
17.04.1964;19:32:00;Dhahran, Saudi Arabia;Sud Aviation Caravelle 3;Middle East Airlines;Beirut - Dhahran;023/21;444;No;;49;42;49;42;0;OD-AEM;Crashed into the sea, 4 nm off shore while on approach to Dhahran Airport in a sandstorm.
27.04.1966;08:05:00;Tomas, Peru;Lockheed 749A Constellation;LANSA;Lima - Cuzco;2521;501;No;;49;43;49;43;0;OB-R-771;Crashed into 12,600 ft. Mt. Talsula. Pilot error. Incorrectly selected the route. Incorrectly calculated the climb performance of the aircraft in relation to its total weight of takeoff. Underestimated the elevation of peaks he had to clear along the route.
24.12.1983;08:53:00;Leshukonskoye, Russia;Antonov AN-24;Aeroflot;Arkhangelsk - Leshukonskoye;37308704;601;No;;49;44;44;39;0;CCCP-46617;The airliner crashed on approach in adverse weather. Instead of a go-around the pilot put the plane in a tight turn to the right with a high slip angle, leading to a loss of airspeed. After descending through decision height the pilot attempted a go-around but the plane rolled to the left and lost altitude. After the bank angle reached 90 degrees the aircraft crashed short of  the runway.
16.10.2013;16:10:00;Near Pakse, Laos;ATR-72-50;Lao Airlines;Vientiane - Pakse;1071;301;No;;49;44;49;44;0;RDPL-34233;The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure.
11.02.1978;12:55:00;Cranbrook, British Columbia, Canada;Boeing B-737-275;Pacific Western Airlines;Calgary - Cranbrook;20142/253;314;No;;49;44;42;38;0;C-FPWC;The aircraft touched down just as the crew noticed a snow plow on the runway. A go-around was initiated but the thrust reverses did not stow away properly because hydraulic power was automatically cut off at lift-off.  The aircraft missed the plow, overran the runway, crashed and burned. Estimated time of arrival given by Calgary ATC in error. Crew did not report over its final approach beacon.
12.02.2009;22:17:00;Clarence Center, New York;Bombardier DHC-8-402 Q400;Continental Connection/Colgan Air;Newark, N.J. - Buffalo, NY;4200;3407;No;;49;44;49;44;1;N200WQ;The commuter plane crashed while attemptiong to land in rain and sleet, 6 miles northeast of Buffalo Niagara International Airport, were it was scheduled to land. Preliminary evidence suggests the crew selected the landing gear down and set the flaps 15 degrees. Immediately after selecting the flaps the stick shaker activated. The captain then pulled on the controls, slowing the airplane even further causing the plane to stall. Colgan Air officials acknowledged that both pilots apparently were not paying close attention to the aircraft's instruments and failed to follow the airline's procedures for handling an impending stall in the final minutes of the flight. The captain’s inappropriate response to the activation of the stick shaker, which led to an aerodynamic stall from which the airplane did not recover. Contributing to the accident were (1) the flight crew’s failure to monitor airspeed in relation to the rising position of the low-speed cue, (2) the flight crew’s failure to adhere to sterile cockpit procedures, (3) the captain’s failure to effectively manage the flight, and (4) Colgan Air’s inadequate procedures for airspeed selection and management during approaches in icing conditions.
